Gráficos y animaciones,,
Three.js,,34%
D3,,28%
Framer motion,,22%
Lottie,,17%
GSAP,,13%
React-spring,,13%
Anime.js,,10%
Motion one,,9%
Theatre.js,,1%
Popmotion,,1%
PixiJS,,"0,40%"
Chart.js,,"0,40%"
Babylon.js,,"0,30%"
Highcharts,,"0,20%"
Rive,,"0,20%"
ECharts,,"0,20%"
p5.js,,"0,20%"
Threlte,,"0,10%"
react three fiber,,"0,10%"
React Native Reanimated,,"0,10%"
